"Ano","Quantidade de Contribuintes","Número Médio Mensal Contrib","Valor  das Remunerações R$","Faixa de Idade","Estatística Pessoa Física","Sexo"
"2009","4","3,08","29439,47","20 a 24 anos","Quantidade de Contribuintes","Feminino"
"2009","19","14,50","329865,57","25 a 29 anos","Quantidade de Contribuintes","Masculino"
"2009","9","7,00","242007,74","25 a 29 anos","Quantidade de Contribuintes","Feminino"
"2009","1","1,00","6341,60","25 a 29 anos","Quantidade de Contribuintes","Ignorado"
"2009","59","47,66","1118306,19","30 a 34 anos","Quantidade de Contribuintes","Masculino"
"2009","17","10,33","97655,15","30 a 34 anos","Quantidade de Contribuintes","Feminino"
"2009","1","0,91","4775,00","30 a 34 anos","Quantidade de Contribuintes","Ignorado"
"2009","1987","1566,58","36589984,08","35 a 39 anos","Quantidade de Contribuintes","Masculino"
"2009","765","572,25","8634185,33","35 a 39 anos","Quantidade de Contribuintes","Feminino"
"2009","1","0,08","134,81","35 a 39 anos","Quantidade de Contribuintes","Ignorado"
"2009","68052","54414,33","1376290944,88","40 a 44 anos","Quantidade de Contribuintes","Masculino"
"2009","27906","21831,91","351006528,08","40 a 44 anos","Quantidade de Contribuintes","Feminino"
"2009","7","5,83","90537,99","40 a 44 anos","Quantidade de Contribuintes","Ignorado"
"2009","837984","670268,91","17734266782,56","45 a 49 anos","Quantidade de Contribuintes","Masculino"
"2009","372929","294100,41","5155412902,29","45 a 49 anos","Quantidade de Contribuintes","Feminino"
"2009","34","27,91","805053,68","45 a 49 anos","Quantidade de Contribuintes","Ignorado"
"2009","1408374","1112193,16","29771890502,38","50 a 54 anos","Quantidade de Contribuintes","Masculino"
"2009","587108","461288,83","8556034715,39","50 a 54 anos","Quantidade de Contribuintes","Feminino"
"2009","77","56,58","1330626,89","50 a 54 anos","Quantidade de Contribuintes","Ignorado"
"2009","1","1,00","5530,00","Ignorada","Quantidade de Contribuintes","Feminino"
"2009","267","207,25","3133136,10","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2009","125","87,58","1169838,07","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2009","2","1,41","17385,75","Até 19 anos","Quantidade de Contribuintes","Ignorado"
"2009","255408","202563,91","2863656438,56","55 a 59 anos","Quantidade de Contribuintes","Masculino"
"2009","382334","316537,25","2768941500,39","55 a 59 anos","Quantidade de Contribuintes","Feminino"
"2009","753","643,41","6996589,25","55 a 59 anos","Quantidade de Contribuintes","Ignorado"
"2009","164335","127413,33","1625261974,69","60 a 64 anos","Quantidade de Contribuintes","Masculino"
"2009","204702","157425,50","1240146354,64","60 a 64 anos","Quantidade de Contribuintes","Feminino"
"2009","322","269,91","3132380,34","60 a 64 anos","Quantidade de Contribuintes","Ignorado"
"2009","65428","47555,66","564937156,02","65 a 69 anos","Quantidade de Contribuintes","Masculino"
"2009","72431","56395,00","421514854,77","65 a 69 anos","Quantidade de Contribuintes","Feminino"
"2009","109","84,50","859219,39","65 a 69 anos","Quantidade de Contribuintes","Ignorado"
"2009","53954","42524,83","465010894,06","70 anos e mais","Quantidade de Contribuintes","Masculino"
"2009","41461","31577,41","244935535,32","70 anos e mais","Quantidade de Contribuintes","Feminino"
"2009","169","117,75","1208364,19","70 anos e mais","Quantidade de Contribuintes","Ignorado"
"2009","37817","29679,33","304583114,58","Ignorada","Quantidade de Contribuintes","Ignorado"
"2009","22433","19199,83","292347191,74","Ignorada","Quantidade de Contribuintes","Masculino"
"2009","12018","10202,25","115494812,72","Ignorada","Quantidade de Contribuintes","Feminino"
"2009","50574","42505,66","607085416,74","Ignorada","Quantidade de Contribuintes","Ignorado"
"2009","6245","3587,58","24538067,20","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2009","6679","3452,33","21923131,74","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2009","8","5,33","50850,00","Até 19 anos","Quantidade de Contribuintes","Ignorado"
"2009","65965","45326,50","335302191,29","20 a 24 anos","Quantidade de Contribuintes","Masculino"
"2009","95534","61703,41","423795846,53","20 a 24 anos","Quantidade de Contribuintes","Feminino"
"2009","13","10,00","75374,36","20 a 24 anos","Quantidade de Contribuintes","Ignorado"
"2009","133993","99427,00","912783917,70","25 a 29 anos","Quantidade de Contribuintes","Masculino"
"2009","237114","167210,16","1302817816,88","25 a 29 anos","Quantidade de Contribuintes","Feminino"
"2009","100","74,66","649347,00","25 a 29 anos","Quantidade de Contribuintes","Ignorado"
"2009","163043","127020,91","1284046027,29","30 a 34 anos","Quantidade de Contribuintes","Masculino"
"2009","313663","235462,16","1809942102,66","30 a 34 anos","Quantidade de Contribuintes","Feminino"
"2009","501","410,75","3229224,03","30 a 34 anos","Quantidade de Contribuintes","Ignorado"
"2009","170994","137939,08","1465627545,88","35 a 39 anos","Quantidade de Contribuintes","Masculino"
"2009","323909","254275,25","1936938366,09","35 a 39 anos","Quantidade de Contribuintes","Feminino"
"2009","892","730,33","6285563,09","35 a 39 anos","Quantidade de Contribuintes","Ignorado"
"2009","2","1,91","17179,10","40 a 44 anos","Quantidade de Contribuintes","Ignorado"
"2009","324350","264754,83","4315160505,37","40 a 44 anos","Quantidade de Contribuintes","Masculino"
"2009","405449","327326,83","2835672546,47","40 a 44 anos","Quantidade de Contribuintes","Feminino"
"2009","1133","959,00","8766896,07","40 a 44 anos","Quantidade de Contribuintes","Ignorado"
"2009","571933","462901,83","8294937755,47","45 a 49 anos","Quantidade de Contribuintes","Masculino"
"2009","561716","459127,00","5000177560,43","45 a 49 anos","Quantidade de Contribuintes","Feminino"
"2009","1253","1077,16","10492376,33","45 a 49 anos","Quantidade de Contribuintes","Ignorado"
"2009","373951","301197,33","4982508079,90","50 a 54 anos","Quantidade de Contribuintes","Masculino"
"2009","463616","381000,16","3606260475,58","50 a 54 anos","Quantidade de Contribuintes","Feminino"
"2009","1085","934,66","10111278,65","50 a 54 anos","Quantidade de Contribuintes","Ignorado"
"2009","2","1,83","16915,16","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2009","3","2,33","25210,37","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2009","75121","57071,00","861708810,24","55 a 59 anos","Quantidade de Contribuintes","Masculino"
"2009","84867","66299,25","695703609,81","55 a 59 anos","Quantidade de Contribuintes","Feminino"
"2009","5","3,83","38777,98","55 a 59 anos","Quantidade de Contribuintes","Ignorado"
"2009","35025","26206,91","325557709,00","60 a 64 anos","Quantidade de Contribuintes","Masculino"
"2009","33171","23589,08","234235862,47","60 a 64 anos","Quantidade de Contribuintes","Feminino"
"2009","2","1,16","7226,62","60 a 64 anos","Quantidade de Contribuintes","Ignorado"
"2009","11541","8187,83","104739797,86","65 a 69 anos","Quantidade de Contribuintes","Masculino"
"2009","6680","4804,75","53925362,77","65 a 69 anos","Quantidade de Contribuintes","Feminino"
"2009","5828","4264,50","60720200,36","70 anos e mais","Quantidade de Contribuintes","Masculino"
"2009","2314","1682,08","24241549,43","70 anos e mais","Quantidade de Contribuintes","Feminino"
"2009","3293","1428,58","13330013,66","Ignorada","Quantidade de Contribuintes","Ignorado"
"2009","13","8,66","197474,49","Ignorada","Quantidade de Contribuintes","Masculino"
"2009","2","2,00","19884,17","Ignorada","Quantidade de Contribuintes","Feminino"
"2009","6792","4120,75","95548899,43","Ignorada","Quantidade de Contribuintes","Ignorado"
"2009","5","4,33","38870,75","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2009","2","1,16","7529,61","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2009","8","6,33","63231,22","20 a 24 anos","Quantidade de Contribuintes","Masculino"
"2009","6","4,16","34271,91","20 a 24 anos","Quantidade de Contribuintes","Feminino"
"2009","26","19,75","287570,79","25 a 29 anos","Quantidade de Contribuintes","Masculino"
"2009","17","13,75","212729,73","25 a 29 anos","Quantidade de Contribuintes","Feminino"
"2009","9204","7177,41","132056450,83","30 a 34 anos","Quantidade de Contribuintes","Masculino"
"2009","3331","2494,91","32193422,88","30 a 34 anos","Quantidade de Contribuintes","Feminino"
"2009","9","7,41","124044,61","30 a 34 anos","Quantidade de Contribuintes","Ignorado"
"2009","649674","514155,91","11083166075,58","35 a 39 anos","Quantidade de Contribuintes","Masculino"
"2009","284423","219937,91","3374225471,83","35 a 39 anos","Quantidade de Contribuintes","Feminino"
"2009","250","196,91","4349325,30","35 a 39 anos","Quantidade de Contribuintes","Ignorado"
"2009","1687397","1332052,50","28790355612,50","40 a 44 anos","Quantidade de Contribuintes","Masculino"
"2009","856003","677626,75","11695337105,16","40 a 44 anos","Quantidade de Contribuintes","Feminino"
"2009","415","330,91","5897287,96","40 a 44 anos","Quantidade de Contribuintes","Ignorado"
"2009","942025","738036,08","16617284483,95","45 a 49 anos","Quantidade de Contribuintes","Masculino"
"2009","518847","413374,16","7291780825,39","45 a 49 anos","Quantidade de Contribuintes","Feminino"
"2009","125","98,25","1907735,29","45 a 49 anos","Quantidade de Contribuintes","Ignorado"
"2009","207129","160739,33","3729498621,36","50 a 54 anos","Quantidade de Contribuintes","Masculino"
"2009","164200","128847,00","1911524112,70","50 a 54 anos","Quantidade de Contribuintes","Feminino"
"2009","29","20,00","295484,87","50 a 54 anos","Quantidade de Contribuintes","Ignorado"
"2009","9","6,41","69651,47","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2009","3","0,75","3041,86","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2009","38409","29190,00","351465910,29","55 a 59 anos","Quantidade de Contribuintes","Masculino"
"2009","55925","43883,41","391547732,45","55 a 59 anos","Quantidade de Contribuintes","Feminino"
"2009","22","17,66","184579,14","55 a 59 anos","Quantidade de Contribuintes","Ignorado"
"2009","19782","14935,75","171149109,29","60 a 64 anos","Quantidade de Contribuintes","Masculino"
"2009","20854","15075,83","135514275,45","60 a 64 anos","Quantidade de Contribuintes","Feminino"
"2009","4","2,33","35251,57","60 a 64 anos","Quantidade de Contribuintes","Ignorado"
"2009","7143","5160,25","61826213,00","65 a 69 anos","Quantidade de Contribuintes","Masculino"
"2009","4329","3112,66","32897354,47","65 a 69 anos","Quantidade de Contribuintes","Feminino"
"2009","2","0,41","11866,99","65 a 69 anos","Quantidade de Contribuintes","Ignorado"
"2009","3454","2575,58","37970831,93","70 anos e mais","Quantidade de Contribuintes","Masculino"
"2009","1519","1134,08","15902542,66","70 anos e mais","Quantidade de Contribuintes","Feminino"
"2009","1887","868,16","8085121,01","Ignorada","Quantidade de Contribuintes","Ignorado"
"2009","13","8,91","233456,58","Ignorada","Quantidade de Contribuintes","Masculino"
"2009","4","1,66","10739,70","Ignorada","Quantidade de Contribuintes","Feminino"
"2009","5231","3398,91","77700663,46","Ignorada","Quantidade de Contribuintes","Ignorado"
"2009","3","1,58","24813,91","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2009","2","1,75","11324,08","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2009","13","8,91","125689,76","20 a 24 anos","Quantidade de Contribuintes","Masculino"
"2009","8","5,25","43132,81","20 a 24 anos","Quantidade de Contribuintes","Feminino"
"2009","3648","2851,75","46325705,07","25 a 29 anos","Quantidade de Contribuintes","Masculino"
"2009","1224","959,91","12779723,06","25 a 29 anos","Quantidade de Contribuintes","Feminino"
"2009","1","1,00","14168,81","30 a 34 anos","Quantidade de Contribuintes","Ignorado"
"2009","718539","565639,00","11113808589,83","30 a 34 anos","Quantidade de Contribuintes","Masculino"
"2009","323455","249433,00","3945501704,06","30 a 34 anos","Quantidade de Contribuintes","Feminino"
"2009","658","526,33","9348698,03","30 a 34 anos","Quantidade de Contribuintes","Ignorado"
"2009","1693005","1316174,83","25016078130,06","35 a 39 anos","Quantidade de Contribuintes","Masculino"
"2009","924103","723299,75","12171952711,45","35 a 39 anos","Quantidade de Contribuintes","Feminino"
"2009","1148","913,00","15095007,34","35 a 39 anos","Quantidade de Contribuintes","Ignorado"
"2009","754341","581370,33","11326562842,14","40 a 44 anos","Quantidade de Contribuintes","Masculino"
"2009","459240","360099,91","5585890127,65","40 a 44 anos","Quantidade de Contribuintes","Feminino"
"2009","501","388,16","6326348,38","40 a 44 anos","Quantidade de Contribuintes","Ignorado"
"2009","202244","153893,83","2716890542,57","45 a 49 anos","Quantidade de Contribuintes","Masculino"
"2009","178786","138656,66","1768687170,05","45 a 49 anos","Quantidade de Contribuintes","Feminino"
"2009","128","98,50","1362878,10","45 a 49 anos","Quantidade de Contribuintes","Ignorado"
"2009","73215","55310,25","732745299,38","50 a 54 anos","Quantidade de Contribuintes","Masculino"
"2009","94877","73174,58","715037718,54","50 a 54 anos","Quantidade de Contribuintes","Feminino"
"2009","55","44,16","373458,60","50 a 54 anos","Quantidade de Contribuintes","Ignorado"
"2009","17","10,58","109526,72","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2009","7","4,16","81564,55","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2009","20314","15169,50","181242978,92","55 a 59 anos","Quantidade de Contribuintes","Masculino"
"2009","29735","23398,50","199621629,15","55 a 59 anos","Quantidade de Contribuintes","Feminino"
"2009","7","6,25","68591,34","55 a 59 anos","Quantidade de Contribuintes","Ignorado"
"2009","10634","7984,08","103686105,42","60 a 64 anos","Quantidade de Contribuintes","Masculino"
"2009","11946","9275,00","84466820,41","60 a 64 anos","Quantidade de Contribuintes","Feminino"
"2009","1","1,00","11060,00","60 a 64 anos","Quantidade de Contribuintes","Ignorado"
"2009","4132","3050,75","39762602,93","65 a 69 anos","Quantidade de Contribuintes","Masculino"
"2009","2999","2326,00","24143488,38","65 a 69 anos","Quantidade de Contribuintes","Feminino"
"2009","2","1,91","13104,04","65 a 69 anos","Quantidade de Contribuintes","Ignorado"
"2009","2003","1489,83","25003643,09","70 anos e mais","Quantidade de Contribuintes","Masculino"
"2009","1011","797,58","9662745,47","70 anos e mais","Quantidade de Contribuintes","Feminino"
"2009","2693","1062,00","9173469,10","Ignorada","Quantidade de Contribuintes","Ignorado"
"2009","4","3,08","31765,23","Ignorada","Quantidade de Contribuintes","Masculino"
"2009","2","1,33","44260,28","Ignorada","Quantidade de Contribuintes","Feminino"
"2009","11742","6849,91","106893494,66","Ignorada","Quantidade de Contribuintes","Ignorado"
"2009","1048","536,25","3397804,24","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2009","655","336,83","2118071,21","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2009","12132","7596,41","73740155,19","20 a 24 anos","Quantidade de Contribuintes","Masculino"
"2009","7460","4808,33","45725006,80","20 a 24 anos","Quantidade de Contribuintes","Feminino"
"2009","628363","482501,08","7806235894,86","25 a 29 anos","Quantidade de Contribuintes","Masculino"
"2009","291240","222258,25","3087491450,79","25 a 29 anos","Quantidade de Contribuintes","Feminino"
"2009","65","49,08","854836,33","25 a 29 anos","Quantidade de Contribuintes","Ignorado"
"2009","1790045","1375360,91","23627094308,47","30 a 34 anos","Quantidade de Contribuintes","Masculino"
"2009","992068","769258,75","12138165363,91","30 a 34 anos","Quantidade de Contribuintes","Feminino"
"2009","873","678,41","11744350,60","30 a 34 anos","Quantidade de Contribuintes","Ignorado"
"2009","710471","538682,41","10112956111,80","35 a 39 anos","Quantidade de Contribuintes","Masculino"
"2009","451831","350591,00","5472897629,21","35 a 39 anos","Quantidade de Contribuintes","Feminino"
"2009","523","418,50","6386631,52","35 a 39 anos","Quantidade de Contribuintes","Ignorado"
"2009","173834","129196,08","2205113852,10","40 a 44 anos","Quantidade de Contribuintes","Masculino"
"2009","170142","129904,75","1548869707,23","40 a 44 anos","Quantidade de Contribuintes","Feminino"
"2009","115","86,75","1060220,96","40 a 44 anos","Quantidade de Contribuintes","Ignorado"
"2009","72875","53288,33","710461777,64","45 a 49 anos","Quantidade de Contribuintes","Masculino"
"2009","96534","73416,50","691622981,28","45 a 49 anos","Quantidade de Contribuintes","Feminino"
"2009","57","42,58","527155,79","45 a 49 anos","Quantidade de Contribuintes","Ignorado"
"2009","35041","25687,16","306325831,36","50 a 54 anos","Quantidade de Contribuintes","Masculino"
"2009","55138","42301,83","367004388,85","50 a 54 anos","Quantidade de Contribuintes","Feminino"
"2009","25","21,83","198537,11","50 a 54 anos","Quantidade de Contribuintes","Ignorado"
"2009","26","11,25","123194,78","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2009","19","12,75","97071,75","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2009","11938","8661,16","110380884,19","55 a 59 anos","Quantidade de Contribuintes","Masculino"
"2009","17122","13266,16","117949574,65","55 a 59 anos","Quantidade de Contribuintes","Feminino"
"2009","6424","4730,00","68969378,07","60 a 64 anos","Quantidade de Contribuintes","Masculino"
"2009","7241","5537,25","52662776,97","60 a 64 anos","Quantidade de Contribuintes","Feminino"
"2009","2458","1777,83","24899163,02","65 a 69 anos","Quantidade de Contribuintes","Masculino"
"2009","2002","1530,16","15197151,91","65 a 69 anos","Quantidade de Contribuintes","Feminino"
"2009","1246","921,50","16381837,48","70 anos e mais","Quantidade de Contribuintes","Masculino"
"2009","766","613,00","6755734,87","70 anos e mais","Quantidade de Contribuintes","Feminino"
"2009","14314","7447,33","54924170,27","Ignorada","Quantidade de Contribuintes","Ignorado"
"2009","63517","37377,08","357533957,99","Ignorada","Quantidade de Contribuintes","Ignorado"
"2009","6188","3686,83","28300109,22","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2009","3107","1889,83","13339627,10","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2009","379070","274201,00","3317178847,37","20 a 24 anos","Quantidade de Contribuintes","Masculino"
"2009","210683","152887,41","1575737255,26","20 a 24 anos","Quantidade de Contribuintes","Feminino"
"2009","2","1,91","18516,82","20 a 24 anos","Quantidade de Contribuintes","Ignorado"
"2009","1587166","1190959,25","17796022371,25","25 a 29 anos","Quantidade de Contribuintes","Masculino"
"2009","979960","743184,33","9916511730,66","25 a 29 anos","Quantidade de Contribuintes","Feminino"
"2009","1","0,66","7027,67","25 a 29 anos","Quantidade de Contribuintes","Ignorado"
"2009","950371","715020,75","12472254429,55","30 a 34 anos","Quantidade de Contribuintes","Masculino"
"2009","610451","467340,75","7154274431,34","30 a 34 anos","Quantidade de Contribuintes","Feminino"
"2009","216267","159476,33","3068068079,97","35 a 39 anos","Quantidade de Contribuintes","Masculino"
"2009","192994","146315,83","2028784621,80","35 a 39 anos","Quantidade de Contribuintes","Feminino"
"2009","75330","54064,91","813412410,22","40 a 44 anos","Quantidade de Contribuintes","Masculino"
"2009","97698","73568,83","732183012,78","40 a 44 anos","Quantidade de Contribuintes","Feminino"
"2009","38140","27385,00","392678838,13","45 a 49 anos","Quantidade de Contribuintes","Masculino"
"2009","60226","45560,33","410825662,29","45 a 49 anos","Quantidade de Contribuintes","Feminino"
"2009","20177","14577,25","206598094,60","50 a 54 anos","Quantidade de Contribuintes","Masculino"
"2009","32880","25095,50","217653023,07","50 a 54 anos","Quantidade de Contribuintes","Feminino"
"2009","1","0,83","10249,21","Ignorada","Quantidade de Contribuintes","Masculino"
"2009","231","108,41","816306,53","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2009","169","74,83","377315,88","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2009","8742","6111,25","99676732,82","55 a 59 anos","Quantidade de Contribuintes","Masculino"
"2009","13306","9887,91","91859013,16","55 a 59 anos","Quantidade de Contribuintes","Feminino"
"2009","1","1,00","5530,00","60 a 64 anos","Quantidade de Contribuintes","Ignorado"
"2009","5145","3684,50","63293712,90","60 a 64 anos","Quantidade de Contribuintes","Masculino"
"2009","5906","4421,41","45568062,52","60 a 64 anos","Quantidade de Contribuintes","Feminino"
"2009","1930","1349,83","23546931,57","65 a 69 anos","Quantidade de Contribuintes","Masculino"
"2009","1743","1308,91","13995981,15","65 a 69 anos","Quantidade de Contribuintes","Feminino"
"2009","1076","773,83","14572448,56","70 anos e mais","Quantidade de Contribuintes","Masculino"
"2009","781","575,66","5866618,32","70 anos e mais","Quantidade de Contribuintes","Feminino"
"2009","41726","19399,66","148219213,07","Ignorada","Quantidade de Contribuintes","Ignorado"
"2009","407526","229862,91","1929231212,59","Ignorada","Quantidade de Contribuintes","Ignorado"
"2009","150582","91899,25","701187887,21","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2009","96706","58429,00","415101803,45","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2009","6","2,91","16277,18","Até 19 anos","Quantidade de Contribuintes","Ignorado"
"2009","917552","627027,50","6919489715,14","20 a 24 anos","Quantidade de Contribuintes","Masculino"
"2009","644653","442684,75","4292056139,01","20 a 24 anos","Quantidade de Contribuintes","Feminino"
"2009","6","4,16","37627,65","20 a 24 anos","Quantidade de Contribuintes","Ignorado"
"2009","1197774","877335,75","13397217503,30","25 a 29 anos","Quantidade de Contribuintes","Masculino"
"2009","851093","630039,75","8707477022,91","25 a 29 anos","Quantidade de Contribuintes","Feminino"
"2009","3","2,75","110612,87","25 a 29 anos","Quantidade de Contribuintes","Ignorado"
"2009","432793","317110,41","5961717575,23","30 a 34 anos","Quantidade de Contribuintes","Masculino"
"2009","346856","257100,83","3887410455,01","30 a 34 anos","Quantidade de Contribuintes","Feminino"
"2009","2","0,91","6349,31","30 a 34 anos","Quantidade de Contribuintes","Ignorado"
"2009","110898","78539,25","1457275265,88","35 a 39 anos","Quantidade de Contribuintes","Masculino"
"2009","125863","91940,41","1118949205,42","35 a 39 anos","Quantidade de Contribuintes","Feminino"
"2009","45729","31707,75","544295114,62","40 a 44 anos","Quantidade de Contribuintes","Masculino"
"2009","70126","50974,16","492573481,00","40 a 44 anos","Quantidade de Contribuintes","Feminino"
"2009","25522","17606,33","311413853,97","45 a 49 anos","Quantidade de Contribuintes","Masculino"
"2009","44449","32395,41","295365868,65","45 a 49 anos","Quantidade de Contribuintes","Feminino"
"2009","14055","9778,58","180049354,83","50 a 54 anos","Quantidade de Contribuintes","Masculino"
"2009","24833","18293,08","163983514,52","50 a 54 anos","Quantidade de Contribuintes","Feminino"
"2009","437","178,00","952100,13","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2009","278","125,41","824440,26","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2009","7123","4781,08","129657946,77","55 a 59 anos","Quantidade de Contribuintes","Masculino"
"2009","11202","8072,91","86983648,51","55 a 59 anos","Quantidade de Contribuintes","Feminino"
"2009","4075","2777,83","66430492,18","60 a 64 anos","Quantidade de Contribuintes","Masculino"
"2009","4972","3538,16","38190427,76","60 a 64 anos","Quantidade de Contribuintes","Feminino"
"2009","1512","1006,25","19196616,49","65 a 69 anos","Quantidade de Contribuintes","Masculino"
"2009","1516","1081,66","12396440,04","65 a 69 anos","Quantidade de Contribuintes","Feminino"
"2009","951","671,66","12449685,37","70 anos e mais","Quantidade de Contribuintes","Masculino"
"2009","922","658,16","8062852,86","70 anos e mais","Quantidade de Contribuintes","Feminino"
"2009","44325","17603,41","142586145,50","Ignorada","Quantidade de Contribuintes","Ignorado"
"2009","434300","219993,41","1766447646,75","Ignorada","Quantidade de Contribuintes","Ignorado"
"2009","296787","169580,66","1254701447,30","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2009","218873","124029,25","863302891,71","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2009","8","4,41","26307,00","Até 19 anos","Quantidade de Contribuintes","Ignorado"
"2009","1263378","844980,41","9388789505,56","20 a 24 anos","Quantidade de Contribuintes","Masculino"
"2009","944444","639109,25","6557043833,92","20 a 24 anos","Quantidade de Contribuintes","Feminino"
"2009","8","5,58","46355,48","20 a 24 anos","Quantidade de Contribuintes","Ignorado"
"2009","837769","597320,50","9195694920,27","25 a 29 anos","Quantidade de Contribuintes","Masculino"
"2009","673759","483653,00","6631707635,32","25 a 29 anos","Quantidade de Contribuintes","Feminino"
"2009","1","0,66","4925,49","25 a 29 anos","Quantidade de Contribuintes","Ignorado"
"2009","228804","159120,66","2961050622,02","30 a 34 anos","Quantidade de Contribuintes","Masculino"
"2009","238971","168638,58","2281471518,84","30 a 34 anos","Quantidade de Contribuintes","Feminino"
"2009","2","1,25","34243,39","30 a 34 anos","Quantidade de Contribuintes","Ignorado"
"2009","73824","49471,16","1016217405,05","35 a 39 anos","Quantidade de Contribuintes","Masculino"
"2009","107864","74970,58","822475468,82","35 a 39 anos","Quantidade de Contribuintes","Feminino"
"2009","2","1,25","9931,22","35 a 39 anos","Quantidade de Contribuintes","Ignorado"
"2009","35293","23272,41","585860297,42","40 a 44 anos","Quantidade de Contribuintes","Masculino"
"2009","64622","44911,33","423557840,46","40 a 44 anos","Quantidade de Contribuintes","Feminino"
"2009","20578","13563,75","398663464,28","45 a 49 anos","Quantidade de Contribuintes","Masculino"
"2009","38754","27010,16","248623461,81","45 a 49 anos","Quantidade de Contribuintes","Feminino"
"2009","11377","7582,25","232756951,00","50 a 54 anos","Quantidade de Contribuintes","Masculino"
"2009","21053","14850,66","140391633,12","50 a 54 anos","Quantidade de Contribuintes","Feminino"
"2009","1","0,91","9120,46","Ignorada","Quantidade de Contribuintes","Masculino"
"2009","4","3,00","43633,36","Ignorada","Quantidade de Contribuintes","Feminino"
"2009","6","1,83","10975,13","Ignorada","Quantidade de Contribuintes","Masculino"
"2009","1","0,16","930,00","Ignorada","Quantidade de Contribuintes","Feminino"
"2009","401","146,91","967441,00","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2009","277","109,00","581292,49","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2009","1","0,33","1860,00","55 a 59 anos","Quantidade de Contribuintes","Ignorado"
"2009","38413","29401,33","717677866,89","55 a 59 anos","Quantidade de Contribuintes","Masculino"
"2009","103438","80004,41","940783985,11","55 a 59 anos","Quantidade de Contribuintes","Feminino"
"2009","7","6,58","189630,01","55 a 59 anos","Quantidade de Contribuintes","Ignorado"
"2009","21363","16500,83","295046546,59","60 a 64 anos","Quantidade de Contribuintes","Masculino"
"2009","43749","30678,33","324318691,05","60 a 64 anos","Quantidade de Contribuintes","Feminino"
"2009","3","3,00","93107,75","60 a 64 anos","Quantidade de Contribuintes","Ignorado"
"2009","9385","6668,50","121613219,15","65 a 69 anos","Quantidade de Contribuintes","Masculino"
"2009","12282","8434,33","89213423,86","65 a 69 anos","Quantidade de Contribuintes","Feminino"
"2009","2","1,41","7855,00","65 a 69 anos","Quantidade de Contribuintes","Ignorado"
"2009","6402","4475,66","81580352,80","70 anos e mais","Quantidade de Contribuintes","Masculino"
"2009","6853","4597,91","47084814,01","70 anos e mais","Quantidade de Contribuintes","Feminino"
"2009","9","5,25","41711,66","70 anos e mais","Quantidade de Contribuintes","Ignorado"
"2009","27795","11848,58","76764652,38","Ignorada","Quantidade de Contribuintes","Ignorado"
"2009","10","8,25","177854,31","Ignorada","Quantidade de Contribuintes","Masculino"
"2009","42","25,66","388097,23","Ignorada","Quantidade de Contribuintes","Feminino"
"2009","155403","86192,33","806783591,55","Ignorada","Quantidade de Contribuintes","Ignorado"
"2009","1","0,08","465,00","Até 19 anos","Quantidade de Contribuintes","Ignorado"
"2009","287857","145698,08","1047543840,13","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2009","191879","95350,58","627169448,76","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2009","5","1,25","5394,98","Até 19 anos","Quantidade de Contribuintes","Ignorado"
"2009","805460","489001,66","4423305250,34","20 a 24 anos","Quantidade de Contribuintes","Masculino"
"2009","509122","304439,91","2331336972,46","20 a 24 anos","Quantidade de Contribuintes","Feminino"
"2009","9","4,08","29076,37","20 a 24 anos","Quantidade de Contribuintes","Ignorado"
"2009","3","1,75","9715,00","25 a 29 anos","Quantidade de Contribuintes","Ignorado"
"2009","402284","265762,83","3180499581,70","25 a 29 anos","Quantidade de Contribuintes","Masculino"
"2009","344589","225389,75","2231234013,36","25 a 29 anos","Quantidade de Contribuintes","Feminino"
